안덕시장,상설장+5일장,경상북도 청송군 안덕면 명당2길 2,경상북도 청송군 안덕면 명당리 379-22,13,,Y,,2022-07-06
왜관시장,상설장+5일장,경상북도 칠곡군 왜관읍 시장2길 9,경상북도 칠곡군 왜관읍 왜관리 211-187,132,,Y,,2022-07-06
구룡포시장,상설장+5일장,경상북도 포항시 남구 구룡포읍 구룡포길 72-1,경상북도 포항시 남구 구룡포읍 구룡포리 963-2,125,,Y,054-284-9040,2022-07-06
그린종합시장,상설장,경상북도 포항시 북구 용두산길 39,경상북도 포항시 북구 장성동 1352-1,31,,Y,,2022-07-06
기계시장,5일장,경상북도 포항시 북구 기계면 새마을발상지길 7,경상북도 포항시 북구 기계면 현내리 640-1,27,,N,,2022-07-06
남부시장,상설장,경상북도 포항시 남구 상공로 43,경상북도 포항시 남구 상도동 629,52,,Y,054-282-8995,2022-07-06
용상공설시장,상설장,경상북도 안동시 경동로 862,경상북도 안동시 용상동 1242,69,,Y,054-821-0640,2022-07-06
중앙신시장,상설장+5일장,경상북도 안동시 대안로 98-15,경상북도 안동시 옥야동 285-1,450,,Y,054-842-0040,2022-07-06
풍산공설시장,5일장,경상북도 안동시 풍산읍 하리들길 7-1,경상북도 안동시 풍산읍 하리리 234-6,53,,Y,,2022-07-06
북문시장,상설장+5일장,경상북도 안동시 북문옥정길 25,경상북도 안동시 율세동 409,84,,Y,054-900-5800,2022-07-06
강구시장,상설장+5일장,경상북도 영덕군 강구면 강구시장1길 1-3,경상북도 영덕군 강구면 오포리 535-5,54,,Y,054-734-6778,2022-07-06
남정시장,5일장,경상북도 영덕군 남정면 진불1길 31-3,경상북도 영덕군 남정면 장사리 365-1,20,,Y,,2022-07-06
영덕시장,상설장+5일장,경상북도 영덕군 영덕읍 남석길 23-48,경상북도 영덕군 영덕읍 남석리 26-50,79,,Y,054-734-0082,2022-07-06
영해만세시장,상설장+5일장,경상북도 영덕군 영해면 예주시장5길 21,경상북도 영덕군 영해면 성내리 468-1,134,,Y,054-733-3997,2022-07-06
영양시장,상설장+5일장,경상북도 영양군 영양읍 시장5길 4,경상북도 영양군 영양읍 서부리 288-3,80,,Y,054-683-1058,2022-07-06
선비골전통시장,상설장,경상북도 영주시 중앙로83번길 40,경상북도 영주시 영주동 373-5,101,,Y,054-634-7661,2022-07-06
신영주번개시장,상설장,경상북도 영주시 꽃동산로 24,경상북도 영주시 휴천동 306-7,37,,Y,,2022-07-06
영주골목시장,상설장,경상북도 영주시 구성로378번길 36-13,경상북도 영주시 영주동 315-6,72,,Y,054-637-0078,2022-07-06
영주공설시장,상설장+5일장,경상북도 영주시 구성로330번길 30,경상북도 영주시 하망동 362-4,106,,Y,054-635-9876,2022-07-06
영주문화시장,상설장,경상북도 영주시 중앙로83번길 32,경상북도 영주시 영주동 376-1,165,,N,054-634-0918,2022-07-06
영주소백쇼핑몰,상설장,경상북도 영주시 중앙로80번길 33-12,경상북도 영주시 하망동 364-30,100,,Y,054-631-4603,2022-07-06
영주종합시장,상설장,경상북도 영주시 선비로79번길 40-12,경상북도 영주시 휴천동 305,57,,Y,054-638-6552,2022-07-06
영주중앙시장,상설장,경상북도 영주시 영주로192번길 10-1,경상북도 영주시 영주동 547,68,,Y,054-631-4936,2022-07-06
풍기인삼시장,상설장,경상북도 영주시 풍기읍 인삼로 8,경상북도 영주시 풍기읍 서부리 145-3,53,,Y,054-636-7948,2022-07-06
풍기중앙시장,상설장,경상북도 영주시 풍기읍 동성로 73,경상북도 영주시 풍기읍 성내리 1-4,74,,Y,,2022-07-06
풍기토종인삼시장,상설장,경상북도 영주시 풍기읍 인삼로 40,경상북도 영주시 풍기읍 성내리 148,54,,Y,054-633-2379,2022-07-06
후생시장,상설장,경상북도 영주시 번영로173번길 30,경상북도 영주시 영주동 334-9,30,,Y,,2022-07-06
금호공설시장,상설장+5일장,경상북도 영천시 금호읍 금호로 101,경상북도 영천시 금호읍 교대리 167-35,43,,Y,,2022-07-06
신녕공설시장,상설장+5일장,경상북도 영천시 신녕면 본관시장길 3,경상북도 영천시 신녕면 화성리 972-1,51,,Y,054-332-0241,2022-07-06
영천공설시장,상설장+5일장,경상북도 영천시 시장4길 52,경상북도 영천시 완산동 982-3,245,,Y,054-331-1772,2022-07-06
예천맛고을시장,상설장,경상북도 예천군 예천읍 맛고을길 57,경상북도 예천군 예천읍 노하리 74-41,90,,Y,,2022-07-06
예천상설시장,상설장+5일장,경상북도 예천군 예천읍 상설시장2길 3-1,경상북도 예천군 예천읍 동본리 553,82,,Y,054-654-3751,2022-07-06
예천중앙시장,상설장+5일장,경상북도 예천군 예천읍 시장로 127,경상북도 예천군 예천읍 동본리 497-1,65,,Y,054-654-9941,2022-07-06
인동시장,상설장+5일장,경상북도 구미시 인동중앙로5길 16-3,경상북도 구미시 황상동 307-7,126,,Y,,2022-07-06
장천시장,상설장+5일장,경상북도 구미시 장천면 상장5길 4,경상북도 구미시 장천면 상장리 918,73,,Y,,2022-07-06
제일시장상가,상설장,경상북도 구미시 1공단로 192,경상북도 구미시 공단동 264-18,47,,Y,,2022-07-06
종합제일시장,상설장,경상북도 구미시 구미중앙로9길 7,경상북도 구미시 원평동 118-31,55,,Y,054-452-3611,2022-07-06
해평공설시장,5일장,경상북도 구미시 해평면 해평시장3길 2,경상북도 구미시 해평면 낙성리 138-25,86,,Y,054-474-4008,2022-07-06
현대유통쇼핑센타,상설장,경상북도 구미시 구미중앙로 61-6,경상북도 구미시 원평동 119-2,91,,Y,054-452-3611,2022-07-06
형곡시장프라자,상설장,경상북도 구미시 형곡서로 121,경상북도 구미시 형곡동 147-1,129,,Y,054-452-9662,2022-07-06
형곡중앙시장,상설장,경상북도 구미시 형곡로 186,경상북도 구미시 형곡동 321-1,76,,Y,054-456-3580,2022-07-06
군위전통시장,상설장+5일장,경상북도 군위군 군위읍 중앙6길 4,경상북도 군위군 군위읍 서부리 18-1,61,,Y,054-383-0400,2022-07-06
의흥시장,5일장,경상북도 군위군 의흥면 읍내5길 7,경상북도 군위군 의흥면 읍내리 594-1,35,,Y,,2022-07-06
평화시장,상설장+5일장,경상북도 김천시 김천로 100,경상북도 김천시 평화동 259-3,117,,Y,054-431-2155,2022-07-06
황금시장,상설장+5일장,경상북도 김천시 황금시장4길 20,경상북도 김천시 황금동 31-1,186,,Y,054-435-5948,2022-07-06
(유)문경시중앙시장,상설장,경상북도 문경시 중앙로 87,경상북도 문경시 점촌동 197-14,38,,Y,054-552-2402,2022-07-06
가은아자개시장,상설장+5일장,경상북도 문경시 가은읍 가은5길 7,경상북도 문경시 가은읍 왕능리 275-26,93,,Y,054-571-9819,2022-07-06
문경전통시장,상설장+5일장,경상북도 문경시 문경읍 문희로 41-15,경상북도 문경시 문경읍 하리 88-2,80,,Y,054-572-1404,2022-07-06
점촌전통시장 (구 신흥시장),상설장+5일장,경상북도 문경시 신흥시장길 19,경상북도 문경시 흥덕동 794-1,107,,Y,054-553-3308,2022-07-06
문경중앙시장,상설장,경상북도 문경시 신흥시장길 19,경상북도 문경시 흥덕동 794-1,135,,Y,054-556-1230,2022-07-06
봉화상설시장,상설장+5일장,경상북도 봉화군 봉화읍 신시장1길 4,경상북도 봉화군 봉화읍 내성리 394-1,136,,Y,054-673-5945,2022-07-06
봉화춘양시장(춘양시장),상설장+5일장,경상북도 봉화군 춘양면 의양로 60,경상북도 봉화군 춘양면 의양리 357-29,134,,Y,054-674-3080,2022-07-06
상주중앙시장,상설장+5일장,경상북도 상주시 남성로 35,경상북도 상주시 남성동 85-10,184,,Y,054-535-7443,2022-07-06
은척시장,상설장+5일장,경상북도 상주시 은척면 봉중1길 16-1,경상북도 상주시 은척면 봉중리 383-12,24,,Y,,2022-07-06
풍물시장,상설장+5일장,경상북도 상주시 풍물시장길 16,경상북도 상주시 남성동 113-28,60,,Y,,2022-07-06
함창시장,상설장+5일장,경상북도 상주시 함창읍 함창시장1길 45-6,경상북도 상주시 함창읍 구향리 122-16,50,,Y,,2022-07-06
화령시장,상설장+5일장,경상북도 상주시 화서면 화령남6길 7,경상북도 상주시 화서면 신봉리 134-10,50,,Y,,2022-07-06
성주시장,상설장+5일장,경상북도 성주군 성주읍 시장길 43,경상북도 성주군 성주읍 경산리 718-63,44,,Y,054-933-7565,2022-07-06
구담공설시장,상설장+5일장,경상북도 안동시 풍천면 섬마길 7-9,경상북도 안동시 풍천면 구담리 494-1,110,,Y,,2022-07-06
안동구시장,상설장,경상북도 안동시 번영1길 55,경상북도 안동시 서부동 181-1,266,,Y,054-858-9002,2022-07-06
경산공설시장,상설장+5일장,경상북도 경산시 경안로31길 19,경상북도 경산시 중방동 531-4,204,,Y,053-816-9933,2022-07-06
자인공설시장,상설장+5일장,경상북도 경산시 자인면 자인로 206-4,경상북도 경산시 자인면 서부리 256-2,60,,Y,,2022-07-06
하양공설시장,상설장+5일장,경상북도 경산시 하양읍 대학로 1543,경상북도 경산시 하양읍 금락리 35-7,109,,Y,054-856-0202,2022-07-06
감포시장,상설장+5일장,경상북도 경주시 감포읍 감포로 115,경상북도 경주시 감포읍 감포리 436-1,51,,Y,054-777-1102,2022-07-06
경주성동공설시장,상설장,경상북도 경주시 원화로281번길 11-11,경상북도 경주시 성동동 57-38,587,,Y,054-772-4226,2022-07-06
경주중심상가시장,상설장,경상북도 경주시 태종로791번길 16,경상북도 경주시 황오동 234-1,489,,Y,054-774-5689,2022-07-06
경주중앙시장,상설장+5일장,경상북도 경주시 금성로 295,경상북도 경주시 성건동 339-2,716,,Y,054-743-3696,2022-07-06
북부상가시장,상설장+5일장,경상북도 경주시 금성로396번길 7,경상북도 경주시 성건동 629-10,126,,Y,,2022-07-06
북정로중심상가시장,상설장,경상북도 경주시 북정로 15,경상북도 경주시 황오동 242-4,130,,Y,,2022-07-06
불국사상가시장,상설장,경상북도 경주시 진현로1길 59-5,경상북도 경주시 진현동 66-5,103,,Y,054-746-6666,2022-07-06
불국시장,상설장+5일장,경상북도 경주시 불국장터길 23-2,경상북도 경주시 구정동 429-7,34,,Y,,2022-07-06
서면시장,5일장,경상북도 경주시 서면 내서로 401-5,경상북도 경주시 서면 아화리 240-2,17,,Y,,2022-07-06
안강공설시장,상설장+5일장,경상북도 경주시 안강읍 비화중로3길 26-3,경상북도 경주시 안강읍 양월리 1350-1,245,,Y,054-762-5356,2022-07-06
양남시장,5일장,경상북도 경주시 양남면 하서중앙길 56-28,경상북도 경주시 양남면 하서리 633-23,92,,Y,054-774-3007,2022-07-06
양북시장,5일장,경상북도 경주시 양북면 감은로 53-8,경상북도 경주시 양북면 어일리 1295-556,50,,Y,054-776-0707,2022-07-06
제2경주중심상가시장,상설장+5일장,경상북도 경주시 원효로 89,경상북도 경주시 노동동 232,530,,Y,,2022-07-06
건천시장,상설장+5일장,경상북도 경주시 건천읍 내서로 1131-1,경상북도 경주시 건천읍 건천리 340-10,40,,Y,,2022-07-06
고령대가야시장,5일장,경상북도 고령군 대가야읍 시장3길 29,경상북도 고령군 대가야읍 쾌빈리 546-4,105,,Y,054-954-5445,2022-07-06
구미공단종합시장,상설장,경상북도 구미시 수출대로3길 107,경상북도 구미시 공단동 107,51,,Y,054-463-1146,2022-07-06
구미산업유통단지,상설장,경상북도 구미시 3공단1로 302-7,경상북도 구미시 임수동 92-9,729,,Y,054-473-4089,2022-07-06
구미새마을중앙시장,상설장+5일장,경상북도 구미시 구미중앙로9길 11,경상북도 구미시 원평동 117-20,228,,Y,054-452-3611,2022-07-06
구미종합상가,상설장,경상북도 구미시 구미중앙로9길 14-6,경상북도 구미시 원평동 119-15,60,,Y,054-452-3611,2022-07-06
구미파크시장,상설장,경상북도 구미시 송동로 154,경상북도 구미시 도량동 77,30,,Y,,2022-07-06
금오시장,상설장,경상북도 구미시 금오시장로 13,경상북도 구미시 원평동 1028-3,258,,Y,054-456-7321,2022-07-06
선산봉황시장,상설장+5일장,경상북도 구미시 선산읍 단계동길 24,경상북도 구미시 선산읍 완전리 253,229,,Y,054-482-0213,2022-07-06
신평전통시장,상설장,경상북도 구미시 칠성로6길 48,경상북도 구미시 신평동 150-4,79,,Y,054-463-0053,2022-07-06
영암5일시장,5일장,전라남도 영암군 영암읍 오일시장길 28,전라남도 영암군 영암읍 동무리 17-3,125,,Y,,2022-07-06
노화읍5일시장,상설장+5일장,전라남도 완도군 노화읍 이목길 62,전라남도 완도군 노화읍 이포리 678-17,20,,Y,061-555-5355,2022-07-06
완도전통시장(구 완도5일시장),상설장+5일장,전라남도 완도군 완도읍 개포로 34-1,전라남도 완도군 완도읍 군내리 1249-2,24,,Y,061-553-7300,2022-07-06
완도중앙시장,상설장+5일장,전라남도 완도군 완도읍 장보고대로 282-1,전라남도 완도군 완도읍 군내리 1424,15,,Y,,2022-07-06
사거리시장,5일장,전라남도 장성군 북이면 사남북길 22,전라남도 장성군 북이면 사거리 709,51,,Y,061-392-9292,2022-07-06
사창시장,5일장,전라남도 장성군 삼계면 사창로 81-2,전라남도 장성군 삼계면 사창리 482-44,21,,Y,,2022-07-06
황룡시장,5일장,전라남도 장성군 황룡면 삼월길 5,전라남도 장성군 황룡면 월평리 151-1,81,,Y,,2022-07-06
대덕읍전통시장(대덕시장),상설장+5일장,전라남도 장흥군 대덕읍 거정2길 10,전라남도 장흥군 대덕읍 신월리 111,24,,Y,,2022-07-06
정남진장흥토요시장,상설장+5일장,전라남도 장흥군 장흥읍 토요시장1길 53,전라남도 장흥군 장흥읍 예양리 158-2,140,,Y,061-864-7002,2022-07-06
천관산관광시장,상설장,전라남도 장흥군 관산읍 칠관로 1559-4,전라남도 장흥군 관산읍 옥당리 949-10,33,,Y,,2022-07-06
회진시장,5일장,전라남도 장흥군 회진면 회진중앙길 9-13,전라남도 장흥군 회진면 회진리 2138-12,40,,Y,,2022-07-06
임회면십일시장,5일장,전라남도 진도군 임회면 십일시장길 21,전라남도 진도군 임회면 석교리 245-63,12,,Y,,2022-07-06
진도상설시장,상설장,전라남도 진도군 진도읍 남동1길 57-8,전라남도 진도군 진도읍 남동리 492-2,17,,Y,,2022-07-06
진도읍조금시장,5일장,전라남도 진도군 진도읍 조금시장길 25,전라남도 진도군 진도읍 남동리 732-8,34,,Y,,2022-07-06
나산시장,5일장,전라남도 함평군 나산면 나산길 15-10,전라남도 함평군 나산면 삼축리 344-3,15,,Y,,2022-07-06
월야시장,5일장,전라남도 함평군 월야면 밀재로 1504-5,전라남도 함평군 월야면 월야리 713-69,21,,Y,,2022-07-06
해보시장,상설장+5일장,전라남도 함평군 해보면 밀재로 1274-12,전라남도 함평군 해보면 금덕리 414-9,46,,Y,,2022-07-06
남리5일시장,5일장,전라남도 해남군 황산면 시등로 111-11,전라남도 해남군 황산면 남리리 7,29,,Y,,2022-07-06
북평면남창5일시장,5일장,전라남도 해남군 북평면 달량진길 48-11,전라남도 해남군 북평면 남창리 1279-1,17,,Y,,2022-07-06
송지산정5일시장,5일장,전라남도 해남군 송지면 산정1길 96,전라남도 해남군 송지면 산정리 772-3,51,,Y,,2022-07-06
우수영5일시장,5일장,전라남도 목포시 고하대로 706,전라남도 목포시 산정동 1750,38,,Y,,2022-07-06
좌일5일시장,5일장,전라남도 해남군 북일면 만월길 26-1,전라남도 해남군 북일면 흥촌리 161,13,,Y,,2022-07-06
해남읍5일시장,5일장,전라남도 해남군 해남읍 중앙2로 76,전라남도 해남군 해남읍 고도리 102-4,178,,Y,,2022-07-06
화원5일시장,5일장,전라남도 해남군 화원면 금평길 14,전라남도 해남군 화원면 금평리 239,50,,Y,,2022-07-06
능주전통시장,5일장,전라남도 화순군 능주면 학포로 1955,전라남도 화순군 능주면 관영리 94-9,48,,Y,,2022-07-06
이양전통시장,5일장,전라남도 화순군 이양면 이양로 29-7,전라남도 화순군 이양면 이양리 309-3,30,,Y,,2022-07-06
화순전통시장(화순읍전통시장),5일장,전라남도 화순군 화순읍 시장길 42,전라남도 화순군 화순읍 삼천리 626-4,80,,Y,061-375-0335,2022-07-06
복내5일시장,5일장,전라남도 보성군 복내면 송재로 1838-12,전라남도 보성군 복내면 복내리 152-14,25,,Y,,2022-07-06
조성5일시장,5일장,전라남도 보성군 조성면 조성로 90-6,전라남도 보성군 조성면 조성리 513-1,25,,Y,,2022-07-06
괴목시장,5일장,전라남도 순천시 황전면 괴목길 17,전라남도 순천시 황전면 괴목리 45-42,57,,Y,,2022-07-06
부산광역시철강판매협동조합,상설장,부산광역시 사상구 강변대로532번길 17-26,부산광역시 사상구 엄궁동 643-4,50,,N,,2022-07-06
순천시아랫장(순천아랫장),상설장+5일장,전라남도 순천시 장평로 60,전라남도 순천시 풍덕동 1264,206,,Y,061-741-3334,2022-07-06
승주시장,5일장,전라남도 순천시 승주읍 서정2길 28,전라남도 순천시 승주읍 서평리 산 43-2,21,,N,,2022-07-06
역전시장,상설장,전라남도 순천시 역전장길 9,전라남도 순천시 덕암동 227-1,202,,Y,061-744-0272,2022-07-06
웃장,상설장+5일장,전라남도 순천시 북문길 40,전라남도 순천시 동외동 168-1,158,,Y,061-749-3498,2022-07-06
중앙시장,상설장,전라남도 순천시 중앙시장길 18,전라남도 순천시 남내동 120-3,32,,Y,,2022-07-06
지도시장,5일장,전라남도 신안군 지도읍 읍내길 16-20,전라남도 신안군 지도읍 읍내리 497-6,60,,Y,,2022-07-06
(주)서시장,상설장,전라남도 여수시 좌수영로 16-6,전라남도 여수시 서교동 280,209,,Y,,2022-07-06
교동시장,상설장,전라남도 여수시 교동시장1길 15-10,전라남도 여수시 교동 606-1,78,,N,061-666-3778,2022-07-06
덕양시장,상설장,전라남도 여수시 소라면 하세동길 12-2,전라남도 여수시 소라면 덕양리 1270-1,17,,Y,,2022-07-06
도깨비시장,상설장,전라남도 여수시 학동서5길 18,전라남도 여수시 학동 58-7,77,,Y,,2022-07-06
봉산시장,상설장,전라남도 여수시 봉산1로 12,전라남도 여수시 봉산동 274-4,57,,Y,061-642-7880,2022-07-06
쌍봉시장,상설장,전라남도 여수시 학동2길 7,전라남도 여수시 학동 35-3,29,,Y,,2022-07-06
여수서시장주변시장,상설장+5일장,전라남도 여수시 서교2길 2-7,전라남도 여수시 서교동 534-20,250,,Y,061-641-0159,2022-07-06
여수수산물특화시장,상설장,전라남도 여수시 남산로 60-31,전라남도 여수시 남산동 4,257,,Y,,2022-07-06
제일시장,상설장,전라남도 여수시 학동2길 7-4,전라남도 여수시 학동 35-2,63,,Y,,2022-07-06
중앙선어시장,상설장,전라남도 여수시 선어시장길 13,전라남도 여수시 중앙동 366,40,,Y,,2022-07-06
중앙시장,상설장,전라남도 여수시 중앙로 43,전라남도 여수시 교동 400-99,131,,Y,061-662-4313,2022-07-06
진남시장,상설장,전라남도 여수시 학동1길 10,전라남도 여수시 학동 35-1,80,,Y,061-682-3131,2022-07-06
해안로건어물상가시장,상설장,전라남도 여수시 교동남2길 14,전라남도 여수시 교동 481-1,40,,Y,,2022-07-06
(주)여수수산시장,상설장,전라남도 여수시 여객선터미널길 24,전라남도 여수시 교동 680,115,,N,061-662-7268,2022-07-06
영광고추특화시장,5일장,전라남도 영광군 영광읍 신남로 100-25,전라남도 영광군 영광읍 신하리 324-3,40,,Y,,2022-07-06
굴비골영광시장(구 영광매일시장),상설장,전라남도 영광군 영광읍 중앙로3길 5-22,전라남도 영광군 영광읍 도동리 186,65,,Y,,2022-07-06
영광터미널시장,상설장+5일장,전라남도 영광군 영광읍 신남로3길 5-3,전라남도 영광군 영광읍 남천리 321-13,85,,Y,,2022-07-06
구림5일시장,5일장,전라남도 영암군 군서면 도갑사로 31-13,전라남도 영암군 군서면 동구림리 34-7,14,,Y,,2022-07-06
시종5일시장,5일장,전라남도 영암군 시종면 내동중앙로 26,전라남도 영암군 시종면 만수리 937-9,46,,Y,,2022-07-06
부강전통시장,상설장+5일장,세종특별자치시 부강면 부강5길 18,세종특별자치시 부강면 부강리 475-1,70,,Y,044-275-4251,2022-07-06
포방터시장,상설장,서울특별시 서대문구 포방터길 43,서울특별시 서대문구 홍은동 9-123,88,,N,02-3417-3335,2022-07-06
송현자유시장,상설장,인천광역시 동구 화도진로41번길 13-1,인천광역시 동구 송현동 100-179,91,,N,,2022-07-06
정원시장,상설장,대전광역시 동구 중앙로194번길 33,대전광역시 동구 원동 64-9,90,,Y,042-253-7782,2022-07-06
연풍전통시장,상설장+5일장,충청북도 괴산군 연풍면 향교로교촌2길 3,충청북도 괴산군 연풍면 행촌리 611-1,57,,Y,043-833-7767,2022-07-06
삼승원남시장(원남재래시장),상설장+5일장,충청북도 보은군 삼승면 삼승탄부로 12,충청북도 보은군 삼승면 원남리 192-5,58,,Y,,2022-07-06
회인재래시장,상설장+5일장,충청북도 보은군 회인면 회인로2길 2-1,충청북도 보은군 회인면 중앙리 59-15,38,,N,,2022-07-06
엄정내창시장,상설장+5일장,충청북도 충주시 엄정면 내창로 191-1,충청북도 충주시 엄정면 미내리 159-15,100,,Y,,2022-07-06
광시시장,5일장,충청남도 예산군 광시면 예당로 165-22,충청남도 예산군 광시면 광시리 92-1,10,,Y,,2022-07-06
마천전통시장,5일장,경상남도 함양군 마천면 천왕봉로 1144-2,경상남도 함양군 마천면 가흥리 609-2,11,,Y,,2022-07-06
영등포유통상가,상설장,서울특별시 영등포구 영등포로 109,서울특별시 영등포구 당산동2가 30-2,1250,,Y,02-2635-7300,2022-07-06
고려쇼핑센터,상설장,부산광역시 사상구 사상로 208,부산광역시 사상구 괘법동 535-11,151,,Y,,2022-07-06
Team204,상설장,서울특별시 중구 마장로 30,서울특별시 중구 신당동 204-79,100,,Y,,2022-07-06
문화의거리 행복상점가,상설장,경상북도 문경시 점촌5길 8-1,경상북도 문경시 점촌동 249-15,150,,Y,,2022-07-06
점촌역전상점가,상설장,경상북도 문경시 신흥로 163-1,경상북도 문경시 점촌동 166-6,152,,Y,,2022-07-06
남성시장,상설장,경상북도 상주시 남성4길 43,경상북도 상주시 남성동 2-8,140,,N,,2022-07-06
중곡제일시장(이오상사),상설장,서울특별시 광진구 긴고랑로11길 11,서울특별시 광진구 중곡동 229-5,15,,N,,2022-07-06
한아름시장,상설장,서울특별시 광진구 능동로13길 39,서울특별시 광진구 화양동 10-1,32,,Y,,2022-07-06
칠성상가시장,상설장,대구광역시 북구 칠성남로 230,대구광역시 북구 칠성동1가 150-2,70,,Y,053-423-3889,2022-07-06
소래포구전통어시장,상설장,인천광역시 남동구 포구로 2-56,인천광역시 남동구 논현동 111-168,335,,Y,032-446-7536,2022-07-06
하복대시장,상설장,충청북도 청주시 흥덕구 증안로34번길 20-1,충청북도 청주시 흥덕구 복대동 2541,51,,N,,2022-07-06
봉화내성시장,상설장,경상북도 봉화군 봉화읍 내성로1길 35,경상북도 봉화군 봉화읍 내성리 192-1,138,,N,054-672-4800,2022-07-06
거제읍내시장,상설장+5일장,경상남도 거제시 거제면 읍내로2길 28,경상남도 거제시 거제면 서상리 325-2,56,,N,055-634-0239,2022-07-06
관악종합시장,상설장,서울특별시 관악구 신원로 23,서울특별시 관악구 신림동 1602-2,56,,N,02-856-4355,2022-07-06
조양시장(건물형),상설장,서울특별시 광진구 아차산로30길 39,서울특별시 광진구 자양동 6-20,29,,N,,2022-07-06
상계중앙시장,상설장,서울특별시 노원구 상계로23가길 24,서울특별시 노원구 상계동 389-681,64,,N,070-4141-1116,2022-07-06
신도봉시장,상설장,서울특별시 도봉구 도당로27길 60,서울특별시 도봉구 도봉동 611,25,,Y,02-954-0605,2022-07-06
중부시장,상설장,서울특별시 중구 을지로36길 35,서울특별시 중구 오장동 139-13,510,,N,,2022-07-06
테크노상가,상설장,서울특별시 중구 마장로1가길 17,서울특별시 중구 신당동 213-53,188,,Y,02-2232-4821,2022-07-06
동원시장,상설장,서울특별시 중랑구 면목로74길 45,서울특별시 중랑구 면목동 101-1,14,,N,,2022-07-06
면목시장,상설장,서울특별시 중랑구 면목로39길 11,서울특별시 중랑구 면목동 650,35,,Y,,2022-07-06
금광시장,상설장,경기도 성남시 중원구 산성대로426번길 5,경기도 성남시 중원구 금광동 4631,22,,Y,,2022-07-06
마로관기시장(관기재래시장),상설장,충청북도 보은군 마로면 관기3길 6-7,충청북도 보은군 마로면 관기리 378,40,,Y,,2022-07-06
연수상가,상설장,충청북도 충주시 예성로 319,충청북도 충주시 연수동 522-1,190,,Y,043-843-3376,2022-07-06
공주산성시장,상설장+5일장,충청남도 공주시 용당길 22,충청남도 공주시 산성동 190-1,560,,Y,041-856-5427,2022-07-06
금산인삼전통시장,상설장,충청남도 금산군 금산읍 건삼전1길 20-8,충청남도 금산군 금산읍 중도리 531-1,69,,Y,041-754-2160,2022-07-06
마전시장,5일장,충청남도 금산군 추부면 마전1길 38,충청남도 금산군 추부면 마전리 547-1,15,,N,,2022-07-06
